pair_id,card_a,card_b,ground_truth,prediction,correct,adherence_score,order_score,combined_score,response_len,has_card_description,has_order_of_events,has_synergy_analysis,has_conclusion,has_final_score
Body Slam|Thunderclap,Body Slam,Thunderclap,0,0,1,1.0,1.0,1.0,1430,1,1,1,1,1
Body Slam|Flex,Body Slam,Flex,0,0,1,1.0,1.0,1.0,1298,1,1,1,1,1
Body Slam|Wild Strike,Body Slam,Wild Strike,0,0,1,1.0,1.0,1.0,1272,1,1,1,1,1
Body Slam|Body Slam,Body Slam,Body Slam,0,1,0,1.0,1.0,1.0,1568,1,1,1,1,1
Body Slam|Entrench,Body Slam,Entrench,0,0,1,1.0,1.0,1.0,1093,1,1,1,1,1
Body Slam|Spot Weakness,Body Slam,Spot Weakness,0,0,1,1.0,1.0,1.0,1261,1,1,1,1,1
Body Slam|Exhume,Body Slam,Exhume,0,0,1,1.0,1.0,1.0,1309,1,1,1,1,1
Body Slam|Hemokinesis,Body Slam,Hemokinesis,0,0,1,1.0,1.0,1.0,1474,1,1,1,1,1
Body Slam|Infernal Blade,Body Slam,Infernal Blade,0,0,1,1.0,1.0,1.0,1474,1,1,1,1,1
Body Slam|Shrug it Off,Body Slam,Shrug it Off,0,0,1,1.0,1.0,1.0,1252,1,1,1,1,1
Body Slam|Power Through,Body Slam,Power Through,0,0,1,1.0,1.0,1.0,1302,1,1,1,1,1
Body Slam|Pummel,Body Slam,Pummel,0,0,1,1.0,1.0,1.0,1343,1,1,1,1,1
Body Slam|Disarm,Body Slam,Disarm,0,0,1,1.0,1.0,1.0,1506,1,1,1,1,1
Body Slam|Cleave,Body Slam,Cleave,0,0,1,1.0,1.0,1.0,1338,1,1,1,1,1
Body Slam|Whirlwind,Body Slam,Whirlwind,0,0,1,1.0,1.0,1.0,1710,1,1,1,1,1
Body Slam|Rampage,Body Slam,Rampage,0,0,1,1.0,1.0,1.0,1398,1,1,1,1,1
Body Slam|Dropkick,Body Slam,Dropkick,0,1,0,1.0,1.0,1.0,1550,1,1,1,1,1
Body Slam|Sentinel,Body Slam,Sentinel,0,0,1,1.0,1.0,1.0,1454,1,1,1,1,1
Body Slam|Searing Blow,Body Slam,Searing Blow,0,1,0,1.0,1.0,1.0,1302,1,1,1,1,1
Body Slam|True Grit,Body Slam,True Grit,0,0,1,1.0,1.0,1.0,1187,1,1,1,1,1
Body Slam|Brutality,Body Slam,Brutality,0,0,1,1.0,1.0,1.0,1537,1,1,1,1,1
Body Slam|Bloodletting,Body Slam,Bloodletting,0,0,1,1.0,1.0,1.0,1108,1,1,1,1,1
Body Slam|Reaper,Body Slam,Reaper,0,-1,0,1.0,1.0,1.0,1503,1,1,1,1,1
Body Slam|Iron Wave,Body Slam,Iron Wave,0,0,1,1.0,1.0,1.0,1285,1,1,1,1,1
Body Slam|Sever Soul,Body Slam,Sever Soul,0,0,1,1.0,1.0,1.0,1501,1,1,1,1,1
Body Slam|Anger,Body Slam,Anger,0,0,1,1.0,1.0,1.0,1408,1,1,1,1,1
Body Slam|Sword Boomerang,Body Slam,Sword Boomerang,0,1,0,1.0,1.0,1.0,1354,1,1,1,1,1
Body Slam|Ghostly Armor,Body Slam,Ghostly Armor,0,0,1,1.0,1.0,1.0,1350,1,1,1,1,1
Body Slam|Clothesline,Body Slam,Clothesline,0,0,1,1.0,1.0,1.0,1423,1,1,1,1,1
Body Slam|Limit Break,Body Slam,Limit Break,0,0,1,1.0,1.0,1.0,1222,1,1,1,1,1
Body Slam|Clash,Body Slam,Clash,0,0,1,1.0,1.0,1.0,1511,1,1,1,1,1
Body Slam|Fire Breathing,Body Slam,Fire Breathing,0,0,1,1.0,1.0,1.0,1353,1,1,1,1,1
Body Slam|Fiend Fire,Body Slam,Fiend Fire,0,1,0,1.0,1.0,1.0,1696,1,1,1,1,1
Body Slam|Shockwave,Body Slam,Shockwave,0,0,1,1.0,1.0,1.0,1403,1,1,1,1,1
Body Slam|Rage,Body Slam,Rage,0,0,1,1.0,1.0,1.0,1380,1,1,1,1,1
Body Slam|Offering,Body Slam,Offering,0,0,1,1.0,1.0,1.0,1329,1,1,1,1,1
Body Slam|Pommel Strike,Body Slam,Pommel Strike,0,1,0,1.0,1.0,1.0,1303,1,1,1,1,1
Body Slam|Carnage,Body Slam,Carnage,0,0,1,1.0,1.0,1.0,1107,1,1,1,1,1
Body Slam|Inflame,Body Slam,Inflame,0,0,1,1.0,1.0,1.0,1112,1,1,1,1,1
Body Slam|Burning Pact,Body Slam,Burning Pact,0,0,1,1.0,1.0,1.0,1130,1,1,1,1,1
Body Slam|Reckless Charge,Body Slam,Reckless Charge,0,0,1,1.0,1.0,1.0,1428,1,1,1,1,1
Body Slam|Blood for Blood,Body Slam,Blood for Blood,0,0,1,1.0,1.0,1.0,1615,1,1,1,1,1
Body Slam|Metallicize,Body Slam,Metallicize,0,0,1,1.0,1.0,1.0,1334,1,1,1,1,1
Body Slam|Feed,Body Slam,Feed,0,1,0,1.0,1.0,1.0,1437,1,1,1,1,1
Body Slam|Uppercut,Body Slam,Uppercut,0,0,1,1.0,1.0,1.0,1698,1,1,1,1,1
Body Slam|Headbutt,Body Slam,Headbutt,0,1,0,1.0,1.0,1.0,1580,1,1,1,1,1
Body Slam|Dual Wield,Body Slam,Dual Wield,0,0,1,1.0,1.0,1.0,1279,1,1,1,1,1
Body Slam|Impervious,Body Slam,Impervious,0,-1,0,1.0,1.0,1.0,1281,1,1,1,1,1
Body Slam|Barricade,Body Slam,Barricade,0,0,1,1.0,1.0,1.0,1663,1,1,1,1,1
Body Slam|Double Tap,Body Slam,Double Tap,0,0,1,1.0,1.0,1.0,1154,1,1,1,1,1
Body Slam|Flame Barrier,Body Slam,Flame Barrier,0,0,1,1.0,1.0,1.0,1322,1,1,1,1,1
Body Slam|Dark Embrace,Body Slam,Dark Embrace,0,0,1,1.0,1.0,1.0,1319,1,1,1,1,1
Body Slam|Defend,Body Slam,Defend,0,0,1,1.0,1.0,1.0,1177,1,1,1,1,1
Body Slam|Seeing Red,Body Slam,Seeing Red,0,0,1,1.0,1.0,1.0,1270,1,1,1,1,1
Body Slam|Warcry,Body Slam,Warcry,0,0,1,1.0,1.0,1.0,1437,1,1,1,1,1
Body Slam|Strike,Body Slam,Strike,0,1,0,1.0,1.0,1.0,1240,1,1,1,1,1
Body Slam|Battle Trance,Body Slam,Battle Trance,0,0,1,1.0,1.0,1.0,1500,1,1,1,1,1
Body Slam|Twin Strike,Body Slam,Twin Strike,0,0,1,1.0,1.0,1.0,1127,1,1,1,1,1
Body Slam|Berserk,Body Slam,Berserk,0,0,1,1.0,1.0,1.0,1407,1,1,1,1,1
Body Slam|Juggernaut,Body Slam,Juggernaut,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Body Slam|Perfected Strike,Body Slam,Perfected Strike,0,0,1,1.0,1.0,1.0,1504,1,1,1,1,1
Body Slam|Second Wind,Body Slam,Second Wind,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Entrench|Armaments,Entrench,Armaments,0,1,0,1.0,1.0,1.0,1606,1,1,1,1,1
Entrench|Corruption,Entrench,Corruption,0,0,1,1.0,1.0,1.0,1161,1,1,1,1,1
Entrench|Havoc,Entrench,Havoc,0,0,1,1.0,1.0,1.0,1499,1,1,1,1,1
Entrench|Bash,Entrench,Bash,0,0,1,1.0,1.0,1.0,1211,1,1,1,1,1
Entrench|Feel No Pain,Entrench,Feel No Pain,0,0,1,1.0,1.0,1.0,1458,1,1,1,1,1
Entrench|Bludgeon,Entrench,Bludgeon,0,0,1,1.0,1.0,1.0,1311,1,1,1,1,1
Entrench|Combust,Entrench,Combust,0,0,1,1.0,1.0,1.0,1630,1,1,1,1,1
Entrench|Heavy Blade,Entrench,Heavy Blade,0,0,1,1.0,1.0,1.0,1277,1,1,1,1,1
Entrench|Immolate,Entrench,Immolate,0,0,1,1.0,1.0,1.0,1606,1,1,1,1,1
Entrench|Demon Form,Entrench,Demon Form,0,0,1,1.0,1.0,1.0,1298,1,1,1,1,1
Entrench|Evolve,Entrench,Evolve,0,0,1,1.0,1.0,1.0,1272,1,1,1,1,1
Entrench|Intimidate,Entrench,Intimidate,0,0,1,1.0,1.0,1.0,1331,1,1,1,1,1
Entrench|Rupture,Entrench,Rupture,0,0,1,1.0,1.0,1.0,1279,1,1,1,1,1
Entrench|Thunderclap,Entrench,Thunderclap,0,0,1,1.0,1.0,1.0,1385,1,1,1,1,1
Entrench|Flex,Entrench,Flex,0,0,1,1.0,1.0,1.0,1367,1,1,1,1,1
Entrench|Wild Strike,Entrench,Wild Strike,0,0,1,1.0,1.0,1.0,1554,1,1,1,1,1
Entrench|Body Slam,Entrench,Body Slam,0,1,0,1.0,1.0,1.0,1061,1,1,1,1,1
Entrench|Entrench,Entrench,Entrench,0,1,0,1.0,1.0,1.0,1062,1,1,1,1,1
Entrench|Spot Weakness,Entrench,Spot Weakness,0,0,1,1.0,1.0,1.0,1368,1,1,1,1,1
Entrench|Exhume,Entrench,Exhume,0,0,1,1.0,1.0,1.0,1098,1,1,1,1,1
Entrench|Hemokinesis,Entrench,Hemokinesis,0,0,1,1.0,1.0,1.0,1335,1,1,1,1,1
Entrench|Infernal Blade,Entrench,Infernal Blade,0,1,0,1.0,1.0,1.0,1391,1,1,1,1,1
Entrench|Shrug it Off,Entrench,Shrug it Off,0,1,0,1.0,1.0,1.0,1449,1,1,1,1,1
Entrench|Power Through,Entrench,Power Through,0,0,1,1.0,1.0,1.0,1257,1,1,1,1,1
Entrench|Pummel,Entrench,Pummel,0,0,1,1.0,1.0,1.0,1276,1,1,1,1,1
Entrench|Disarm,Entrench,Disarm,0,0,1,1.0,1.0,1.0,1048,1,1,1,1,1
Entrench|Cleave,Entrench,Cleave,0,0,1,1.0,1.0,1.0,1091,1,1,1,1,1
Entrench|Whirlwind,Entrench,Whirlwind,0,0,1,1.0,1.0,1.0,1402,1,1,1,1,1
Entrench|Rampage,Entrench,Rampage,0,0,1,1.0,1.0,1.0,1241,1,1,1,1,1
Entrench|Dropkick,Entrench,Dropkick,0,0,1,1.0,1.0,1.0,1371,1,1,1,1,1
Entrench|Sentinel,Entrench,Sentinel,0,1,0,1.0,1.0,1.0,1148,1,1,1,1,1
Entrench|Searing Blow,Entrench,Searing Blow,0,0,1,1.0,1.0,1.0,1051,1,1,1,1,1
Entrench|True Grit,Entrench,True Grit,0,1,0,1.0,1.0,1.0,1202,1,1,1,1,1
Entrench|Brutality,Entrench,Brutality,0,0,1,1.0,1.0,1.0,1297,1,1,1,1,1
Entrench|Bloodletting,Entrench,Bloodletting,0,0,1,1.0,1.0,1.0,1348,1,1,1,1,1
Entrench|Reaper,Entrench,Reaper,0,1,0,1.0,1.0,1.0,1333,1,1,1,1,1
Entrench|Iron Wave,Entrench,Iron Wave,0,1,0,1.0,1.0,1.0,1526,1,1,1,1,1
Entrench|Sever Soul,Entrench,Sever Soul,0,1,0,1.0,1.0,1.0,1614,1,1,1,1,1
Entrench|Anger,Entrench,Anger,0,0,1,1.0,1.0,1.0,1318,1,1,1,1,1
Entrench|Sword Boomerang,Entrench,Sword Boomerang,0,0,1,1.0,1.0,1.0,1156,1,1,1,1,1
Entrench|Ghostly Armor,Entrench,Ghostly Armor,0,1,0,1.0,1.0,1.0,1142,1,1,1,1,1
Entrench|Clothesline,Entrench,Clothesline,0,0,1,1.0,1.0,1.0,1385,1,1,1,1,1
Entrench|Limit Break,Entrench,Limit Break,0,0,1,1.0,1.0,1.0,1175,1,1,1,1,1
Entrench|Clash,Entrench,Clash,0,-1,0,1.0,1.0,1.0,1146,1,1,1,1,1
Entrench|Fire Breathing,Entrench,Fire Breathing,0,0,1,1.0,1.0,1.0,1359,1,1,1,1,1
Entrench|Fiend Fire,Entrench,Fiend Fire,0,0,1,1.0,1.0,1.0,1717,1,1,1,1,1
Entrench|Shockwave,Entrench,Shockwave,0,0,1,1.0,1.0,1.0,1328,1,1,1,1,1
Entrench|Rage,Entrench,Rage,0,1,0,1.0,1.0,1.0,1394,1,1,1,1,1
Entrench|Offering,Entrench,Offering,0,0,1,1.0,1.0,1.0,1504,1,1,1,1,1
Entrench|Pommel Strike,Entrench,Pommel Strike,0,0,1,1.0,1.0,1.0,1192,1,1,1,1,1
Entrench|Carnage,Entrench,Carnage,0,0,1,1.0,1.0,1.0,1358,1,1,1,1,1
Entrench|Inflame,Entrench,Inflame,0,0,1,1.0,1.0,1.0,1033,1,1,1,1,1
Entrench|Burning Pact,Entrench,Burning Pact,0,0,1,1.0,1.0,1.0,1503,1,1,1,1,1
Entrench|Reckless Charge,Entrench,Reckless Charge,0,0,1,1.0,1.0,1.0,1381,1,1,1,1,1
Entrench|Blood for Blood,Entrench,Blood for Blood,0,0,1,1.0,1.0,1.0,1593,1,1,1,1,1
Entrench|Metallicize,Entrench,Metallicize,0,1,0,1.0,1.0,1.0,1422,1,1,1,1,1
Entrench|Feed,Entrench,Feed,0,0,1,1.0,1.0,1.0,1332,1,1,1,1,1
Entrench|Uppercut,Entrench,Uppercut,0,0,1,1.0,1.0,1.0,1276,1,1,1,1,1
Entrench|Headbutt,Entrench,Headbutt,0,0,1,1.0,1.0,1.0,1483,1,1,1,1,1
Entrench|Dual Wield,Entrench,Dual Wield,0,0,1,1.0,1.0,1.0,1274,1,1,1,1,1
Entrench|Impervious,Entrench,Impervious,0,1,0,1.0,1.0,1.0,1122,1,1,1,1,1
Entrench|Barricade,Entrench,Barricade,0,1,0,1.0,1.0,1.0,1064,1,1,1,1,1
Entrench|Double Tap,Entrench,Double Tap,0,0,1,1.0,1.0,1.0,1563,1,1,1,1,1
Entrench|Flame Barrier,Entrench,Flame Barrier,0,1,0,1.0,1.0,1.0,1400,1,1,1,1,1
Entrench|Dark Embrace,Entrench,Dark Embrace,0,0,1,1.0,1.0,1.0,1149,1,1,1,1,1
Entrench|Defend,Entrench,Defend,0,1,0,1.0,1.0,1.0,1112,1,1,1,1,1
Entrench|Seeing Red,Entrench,Seeing Red,0,0,1,1.0,1.0,1.0,1095,1,1,1,1,1
Entrench|Warcry,Entrench,Warcry,0,0,1,1.0,1.0,1.0,1385,1,1,1,1,1
Entrench|Strike,Entrench,Strike,0,0,1,1.0,1.0,1.0,1118,1,1,1,1,1
Entrench|Battle Trance,Entrench,Battle Trance,0,0,1,1.0,1.0,1.0,1158,1,1,1,1,1
Entrench|Twin Strike,Entrench,Twin Strike,0,0,1,1.0,1.0,1.0,1107,1,1,1,1,1
Entrench|Berserk,Entrench,Berserk,0,1,0,1.0,1.0,1.0,1341,1,1,1,1,1
Entrench|Juggernaut,Entrench,Juggernaut,0,1,0,1.0,1.0,1.0,1367,1,1,1,1,1
Entrench|Perfected Strike,Entrench,Perfected Strike,0,0,1,1.0,1.0,1.0,1338,1,1,1,1,1
Entrench|Second Wind,Entrench,Second Wind,0,1,0,1.0,1.0,1.0,1414,1,1,1,1,1
Spot Weakness|Armaments,Spot Weakness,Armaments,0,1,0,1.0,1.0,1.0,1539,1,1,1,1,1
Spot Weakness|Corruption,Spot Weakness,Corruption,0,0,1,1.0,1.0,1.0,1330,1,1,1,1,1
Spot Weakness|Havoc,Spot Weakness,Havoc,1,1,1,1.0,1.0,1.0,1745,1,1,1,1,1
Spot Weakness|Bash,Spot Weakness,Bash,1,1,1,1.0,1.0,1.0,1312,1,1,1,1,1
Spot Weakness|Feel No Pain,Spot Weakness,Feel No Pain,0,1,0,1.0,1.0,1.0,1396,1,1,1,1,1
Spot Weakness|Bludgeon,Spot Weakness,Bludgeon,1,1,1,1.0,1.0,1.0,1150,1,1,1,1,1
Spot Weakness|Combust,Spot Weakness,Combust,0,1,0,1.0,1.0,1.0,1379,1,1,1,1,1
Spot Weakness|Heavy Blade,Spot Weakness,Heavy Blade,1,1,1,1.0,1.0,1.0,1244,1,1,1,1,1
Spot Weakness|Immolate,Spot Weakness,Immolate,1,1,1,1.0,1.0,1.0,1253,1,1,1,1,1
Spot Weakness|Demon Form,Spot Weakness,Demon Form,0,1,0,1.0,1.0,1.0,1340,1,1,1,1,1
Spot Weakness|Evolve,Spot Weakness,Evolve,0,0,1,1.0,1.0,1.0,1319,1,1,1,1,1
Spot Weakness|Intimidate,Spot Weakness,Intimidate,0,1,0,1.0,1.0,1.0,1497,1,1,1,1,1
Spot Weakness|Rupture,Spot Weakness,Rupture,0,1,0,1.0,1.0,1.0,1475,1,1,1,1,1
Spot Weakness|Thunderclap,Spot Weakness,Thunderclap,1,1,1,1.0,1.0,1.0,1339,1,1,1,1,1
Spot Weakness|Flex,Spot Weakness,Flex,0,1,0,1.0,1.0,1.0,1833,1,1,1,1,1
Spot Weakness|Wild Strike,Spot Weakness,Wild Strike,1,1,1,1.0,1.0,1.0,1226,1,1,1,1,1
Spot Weakness|Body Slam,Spot Weakness,Body Slam,1,1,1,1.0,1.0,1.0,1346,1,1,1,1,1
Spot Weakness|Entrench,Spot Weakness,Entrench,0,0,1,1.0,1.0,1.0,1368,1,1,1,1,1
Spot Weakness|Spot Weakness,Spot Weakness,Spot Weakness,0,1,0,1.0,1.0,1.0,1036,1,1,1,1,1
Spot Weakness|Exhume,Spot Weakness,Exhume,0,0,1,1.0,1.0,1.0,1203,1,1,1,1,1
Spot Weakness|Hemokinesis,Spot Weakness,Hemokinesis,1,1,1,1.0,1.0,1.0,1222,1,1,1,1,1
Spot Weakness|Infernal Blade,Spot Weakness,Infernal Blade,1,1,1,1.0,1.0,1.0,1465,1,1,1,1,1
Spot Weakness|Shrug it Off,Spot Weakness,Shrug it Off,0,0,1,1.0,1.0,1.0,1403,1,1,1,1,1
Spot Weakness|Power Through,Spot Weakness,Power Through,0,-1,0,1.0,1.0,1.0,1471,1,1,1,1,1
Spot Weakness|Pummel,Spot Weakness,Pummel,1,1,1,1.0,1.0,1.0,1316,1,1,1,1,1
Spot Weakness|Disarm,Spot Weakness,Disarm,0,1,0,1.0,1.0,1.0,1404,1,1,1,1,1
Spot Weakness|Cleave,Spot Weakness,Cleave,1,1,1,1.0,1.0,1.0,1277,1,1,1,1,1
Spot Weakness|Whirlwind,Spot Weakness,Whirlwind,1,1,1,1.0,1.0,1.0,1201,1,1,1,1,1
Spot Weakness|Rampage,Spot Weakness,Rampage,1,1,1,1.0,1.0,1.0,1381,1,1,1,1,1
Spot Weakness|Dropkick,Spot Weakness,Dropkick,1,1,1,1.0,1.0,1.0,1573,1,1,1,1,1
Spot Weakness|Sentinel,Spot Weakness,Sentinel,0,1,0,1.0,1.0,1.0,1697,1,1,1,1,1
Spot Weakness|Searing Blow,Spot Weakness,Searing Blow,1,1,1,1.0,1.0,1.0,1171,1,1,1,1,1
Spot Weakness|True Grit,Spot Weakness,True Grit,0,0,1,1.0,1.0,1.0,1692,1,1,1,1,1
Spot Weakness|Brutality,Spot Weakness,Brutality,0,1,0,1.0,1.0,1.0,1325,1,1,1,1,1
Spot Weakness|Bloodletting,Spot Weakness,Bloodletting,0,0,1,1.0,1.0,1.0,1480,1,1,1,1,1
Spot Weakness|Reaper,Spot Weakness,Reaper,1,1,1,1.0,1.0,1.0,1215,1,1,1,1,1
Spot Weakness|Iron Wave,Spot Weakness,Iron Wave,1,0,0,1.0,1.0,1.0,1586,1,1,1,1,1
Spot Weakness|Sever Soul,Spot Weakness,Sever Soul,1,1,1,1.0,1.0,1.0,1256,1,1,1,1,1
Spot Weakness|Anger,Spot Weakness,Anger,1,1,1,1.0,1.0,1.0,1264,1,1,1,1,1
Spot Weakness|Sword Boomerang,Spot Weakness,Sword Boomerang,1,1,1,1.0,1.0,1.0,1337,1,1,1,1,1
Spot Weakness|Ghostly Armor,Spot Weakness,Ghostly Armor,0,0,1,1.0,1.0,1.0,1415,1,1,1,1,1
Spot Weakness|Clothesline,Spot Weakness,Clothesline,1,1,1,1.0,1.0,1.0,1163,1,1,1,1,1
Spot Weakness|Limit Break,Spot Weakness,Limit Break,1,1,1,1.0,1.0,1.0,1225,1,1,1,1,1
Spot Weakness|Clash,Spot Weakness,Clash,1,1,1,1.0,1.0,1.0,1189,1,1,1,1,1
Spot Weakness|Fire Breathing,Spot Weakness,Fire Breathing,0,0,1,1.0,1.0,1.0,1455,1,1,1,1,1
Spot Weakness|Fiend Fire,Spot Weakness,Fiend Fire,1,0,0,1.0,1.0,1.0,1763,1,1,1,1,1
Spot Weakness|Shockwave,Spot Weakness,Shockwave,0,0,1,1.0,1.0,1.0,1667,1,1,1,1,1
Spot Weakness|Rage,Spot Weakness,Rage,0,1,0,1.0,1.0,1.0,1207,1,1,1,1,1
Spot Weakness|Offering,Spot Weakness,Offering,0,0,1,1.0,1.0,1.0,1420,1,1,1,1,1
Spot Weakness|Pommel Strike,Spot Weakness,Pommel Strike,1,1,1,1.0,1.0,1.0,1113,1,1,1,1,1
Spot Weakness|Carnage,Spot Weakness,Carnage,1,1,1,1.0,1.0,1.0,1123,1,1,1,1,1
Spot Weakness|Inflame,Spot Weakness,Inflame,0,1,0,1.0,1.0,1.0,1197,1,1,1,1,1
Spot Weakness|Burning Pact,Spot Weakness,Burning Pact,0,0,1,1.0,1.0,1.0,1623,1,1,1,1,1
Spot Weakness|Reckless Charge,Spot Weakness,Reckless Charge,1,1,1,1.0,1.0,1.0,1497,1,1,1,1,1
Spot Weakness|Blood for Blood,Spot Weakness,Blood for Blood,1,1,1,1.0,1.0,1.0,1292,1,1,1,1,1
Spot Weakness|Metallicize,Spot Weakness,Metallicize,0,1,0,1.0,1.0,1.0,1557,1,1,1,1,1
Spot Weakness|Feed,Spot Weakness,Feed,1,1,1,1.0,1.0,1.0,1432,1,1,1,1,1
Spot Weakness|Uppercut,Spot Weakness,Uppercut,1,1,1,1.0,1.0,1.0,1135,1,1,1,1,1
Spot Weakness|Headbutt,Spot Weakness,Headbutt,1,1,1,1.0,1.0,1.0,1275,1,1,1,1,1
Spot Weakness|Dual Wield,Spot Weakness,Dual Wield,0,1,0,1.0,1.0,1.0,1596,1,1,1,1,1
Spot Weakness|Impervious,Spot Weakness,Impervious,0,0,1,1.0,1.0,1.0,1383,1,1,1,1,1
Spot Weakness|Barricade,Spot Weakness,Barricade,0,0,1,1.0,1.0,1.0,1411,1,1,1,1,1
Spot Weakness|Double Tap,Spot Weakness,Double Tap,0,1,0,1.0,1.0,1.0,1249,1,1,1,1,1
Spot Weakness|Flame Barrier,Spot Weakness,Flame Barrier,0,1,0,1.0,1.0,1.0,1507,1,1,1,1,1
Spot Weakness|Dark Embrace,Spot Weakness,Dark Embrace,0,0,1,1.0,1.0,1.0,1587,1,1,1,1,1
Spot Weakness|Defend,Spot Weakness,Defend,0,0,1,1.0,1.0,1.0,1189,1,1,1,1,1
Spot Weakness|Seeing Red,Spot Weakness,Seeing Red,0,1,0,1.0,1.0,1.0,1608,1,1,1,1,1
Spot Weakness|Warcry,Spot Weakness,Warcry,0,0,1,1.0,1.0,1.0,1571,1,1,1,1,1
Spot Weakness|Strike,Spot Weakness,Strike,1,1,1,1.0,1.0,1.0,1163,1,1,1,1,1
Spot Weakness|Battle Trance,Spot Weakness,Battle Trance,0,0,1,1.0,1.0,1.0,1400,1,1,1,1,1
Spot Weakness|Twin Strike,Spot Weakness,Twin Strike,1,1,1,1.0,1.0,1.0,1292,1,1,1,1,1
Spot Weakness|Berserk,Spot Weakness,Berserk,0,0,1,1.0,1.0,1.0,1436,1,1,1,1,1
Spot Weakness|Juggernaut,Spot Weakness,Juggernaut,0,0,1,1.0,1.0,1.0,1252,1,1,1,1,1
Spot Weakness|Perfected Strike,Spot Weakness,Perfected Strike,1,1,1,1.0,1.0,1.0,1528,1,1,1,1,1
Spot Weakness|Second Wind,Spot Weakness,Second Wind,0,0,1,1.0,1.0,1.0,1412,1,1,1,1,1
Exhume|Armaments,Exhume,Armaments,0,0,1,1.0,1.0,1.0,1649,1,1,1,1,1
Exhume|Corruption,Exhume,Corruption,0,0,1,1.0,1.0,1.0,1362,1,1,1,1,1
Exhume|Havoc,Exhume,Havoc,0,0,1,1.0,1.0,1.0,1550,1,1,1,1,1
Exhume|Bash,Exhume,Bash,0,0,1,1.0,1.0,1.0,1478,1,1,1,1,1
Exhume|Feel No Pain,Exhume,Feel No Pain,0,0,1,1.0,1.0,1.0,1290,1,1,1,1,1
Exhume|Bludgeon,Exhume,Bludgeon,0,1,0,1.0,1.0,1.0,1651,1,1,1,1,1
Exhume|Combust,Exhume,Combust,0,0,1,1.0,1.0,1.0,1445,1,1,1,1,1
Exhume|Heavy Blade,Exhume,Heavy Blade,0,0,1,1.0,1.0,1.0,1665,1,1,1,1,1
Exhume|Immolate,Exhume,Immolate,0,0,1,1.0,1.0,1.0,1625,1,1,1,1,1
Exhume|Demon Form,Exhume,Demon Form,0,0,1,1.0,1.0,1.0,1463,1,1,1,1,1
Exhume|Evolve,Exhume,Evolve,0,0,1,1.0,1.0,1.0,1463,1,1,1,1,1
Exhume|Intimidate,Exhume,Intimidate,0,0,1,1.0,1.0,1.0,1309,1,1,1,1,1
Exhume|Rupture,Exhume,Rupture,0,0,1,1.0,1.0,1.0,1447,1,1,1,1,1
Exhume|Thunderclap,Exhume,Thunderclap,0,1,0,1.0,1.0,1.0,1589,1,1,1,1,1
Exhume|Flex,Exhume,Flex,0,0,1,1.0,1.0,1.0,1365,1,1,1,1,1
Exhume|Wild Strike,Exhume,Wild Strike,0,0,1,1.0,1.0,1.0,1262,1,1,1,1,1
Exhume|Body Slam,Exhume,Body Slam,0,0,1,1.0,1.0,1.0,1392,1,1,1,1,1
Exhume|Entrench,Exhume,Entrench,0,0,1,1.0,1.0,1.0,1500,1,1,1,1,1
Exhume|Spot Weakness,Exhume,Spot Weakness,0,0,1,1.0,1.0,1.0,1577,1,1,1,1,1
Exhume|Exhume,Exhume,Exhume,0,1,0,1.0,1.0,1.0,1214,1,1,1,1,1
Exhume|Hemokinesis,Exhume,Hemokinesis,0,0,1,1.0,1.0,1.0,1301,1,1,1,1,1
Exhume|Infernal Blade,Exhume,Infernal Blade,0,1,0,1.0,1.0,1.0,1820,1,1,1,1,1
Exhume|Shrug it Off,Exhume,Shrug it Off,0,0,1,1.0,1.0,1.0,1479,1,1,1,1,1
Exhume|Power Through,Exhume,Power Through,0,-1,0,1.0,1.0,1.0,1518,1,1,1,1,1
Exhume|Pummel,Exhume,Pummel,0,0,1,1.0,1.0,1.0,1614,1,1,1,1,1
Exhume|Disarm,Exhume,Disarm,0,0,1,1.0,1.0,1.0,1270,1,1,1,1,1
Exhume|Cleave,Exhume,Cleave,0,1,0,1.0,1.0,1.0,1411,1,1,1,1,1
Exhume|Whirlwind,Exhume,Whirlwind,0,0,1,1.0,1.0,1.0,1666,1,1,1,1,1
Exhume|Rampage,Exhume,Rampage,0,0,1,1.0,1.0,1.0,1547,1,1,1,1,1
Exhume|Dropkick,Exhume,Dropkick,0,0,1,1.0,1.0,1.0,1558,1,1,1,1,1
Exhume|Sentinel,Exhume,Sentinel,0,1,0,1.0,1.0,1.0,1243,1,1,1,1,1
Exhume|Searing Blow,Exhume,Searing Blow,0,0,1,1.0,1.0,1.0,1691,1,1,1,1,1
Exhume|True Grit,Exhume,True Grit,0,-1,0,1.0,1.0,1.0,1410,1,1,1,1,1
Exhume|Brutality,Exhume,Brutality,0,0,1,1.0,1.0,1.0,1510,1,1,1,1,1
Exhume|Bloodletting,Exhume,Bloodletting,0,0,1,1.0,1.0,1.0,1294,1,1,1,1,1
Exhume|Reaper,Exhume,Reaper,0,1,0,1.0,1.0,1.0,1659,1,1,1,1,1
Exhume|Iron Wave,Exhume,Iron Wave,0,0,1,1.0,1.0,1.0,1526,1,1,1,1,1
Exhume|Sever Soul,Exhume,Sever Soul,0,-1,0,1.0,1.0,1.0,1467,1,1,1,1,1
